vendor_guid,outcome_group_vendor_guid,parent_outcome_group_vendor_guid,title,description,calculation_method,calculation_int,mastery_points,0,1
Drama P4.2,Stage 4-Performing Drama,NSW Drama Continuum,Drama P4.2,uses performance skills to communicate dramatic meaning,decaying_average,65,1,Not Yet Achieved,Achieved
Drama P4.2,Stage 4-Performing Drama,NSW Drama Continuum,Drama P4.2,experiments with performance spaces and production elements appropriate to purpose and audience,decaying_average,65,1,Not Yet Achieved,Achieved
Drama P4.2,Stage 4-Performing Drama,NSW Drama Continuum,Drama P4.2,"explores and uses aspects of dramatic forms, performance styles, theatrical conventions and technologies to create dramatic meaning",decaying_average,65,1,Not Yet Achieved,Achieved
Drama A4.3,Stage 4-Appreciating Drama,NSW Drama Continuum,Drama A4.3,"identifies and describes elements of drama, dramatic forms, performance styles, techniques and conventions in drama",decaying_average,65,1,Not Yet Achieved,Achieved
Drama A4.3,Stage 4-Appreciating Drama,NSW Drama Continuum,Drama A4.3,recognises the function of drama and theatre in reflecting social and cultural aspects of human experience,decaying_average,65,1,Not Yet Achieved,Achieved
Drama A4.3,Stage 4-Appreciating Drama,NSW Drama Continuum,Drama A4.3,describes the contirbution of individuals and groups in drama using relevant drama technology,decaying_average,65,1,Not Yet Achieved,Achieved
Drama MD5.1,Stage 5-Making Drama,NSW Drama Continuum,Drama MD5.1,"manipulates the elements of drama to create belief, clarity and tension in character, role, situation and action",decaying_average,65,1,Not Yet Achieved,Achieved
Drama MD5.1,Stage 5-Making Drama,NSW Drama Continuum,Drama MD5.1,"contributes, selects, develops and structures ideas in improvisation and playbuilding",decaying_average,65,1,Not Yet Achieved,Achieved
Drama MD5.1,Stage 5-Making Drama,NSW Drama Continuum,Drama MD5.1,"devises, interprets and enacts drama using scripted and unscripted material or text",decaying_average,65,1,Not Yet Achieved,Achieved
Drama MD5.1,Stage 5-Making Drama,NSW Drama Continuum,Drama MD5.1,"explores, structures and refines ideas using dramatic forms, performance styles, dramatic techniques, theatrical conventions and technologies",decaying_average,65,1,Not Yet Achieved,Achieved
Drama P5.2,Stage 5-Performing Drama,NSW Drama Continuum,Drama P5.2,applies acting and performance techniques expressively and collaboratively to communicate dramatic meaning,decaying_average,65,1,Not Yet Achieved,Achieved
Drama P5.2,Stage 5-Performing Drama,NSW Drama Continuum,Drama P5.2,"selects and uses performance spaces, theatre conventions and production elements appropriate to purpose and audience",decaying_average,65,1,Not Yet Achieved,Achieved
Drama P5.2,Stage 5-Performing Drama,NSW Drama Continuum,Drama P5.2,"employs a variety of dramatic forms, performance styles, dramatic techniques, theatrical conventions and technologies to create dramatic meaning",decaying_average,65,1,Not Yet Achieved,Achieved
Drama A5.3,Stage 5-Appreciating Drama,NSW Drama Continuum,Drama A5.3,"responds to, reflects on and evaluates elements of drama, dramatic forms, performance styles, dramatic techniques and theatrical conventions",decaying_average,65,1,Not Yet Achieved,Achieved
Drama A5.3,Stage 5-Appreciating Drama,NSW Drama Continuum,Drama A5.3,analyses the contemporary and historical contexts of drama,decaying_average,65,1,Not Yet Achieved,Achieved
Drama A5.3,Stage 5-Appreciating Drama,NSW Drama Continuum,Drama A5.3,analyses and evaluates the contribution of individuals and groups to processes and performances in drama using relevant drama concepts and terminology,decaying_average,65,1,Not Yet Achieved,Achieved
Drama P1.1,Stage 6-Preliminary Drama,NSW Drama Continuum,Drama P1.1,develops acting skills in order to adopt and sustain a variety of characters and roles,decaying_average,65,1,Not Yet Achieved,Achieved
Drama P1.2,Stage 6-Preliminary Drama,NSW Drama Continuum,Drama P1.2,"explores ideas and situations, expressing them imaginatively in dramatic form",decaying_average,65,1,Not Yet Achieved,Achieved
Drama P1.3,Stage 6-Preliminary Drama,NSW Drama Continuum,Drama P1.3,demonstrates performance skills appropriate to a variety of styles and media,decaying_average,65,1,Not Yet Achieved,Achieved
Drama P1.4,Stage 6-Preliminary Drama,NSW Drama Continuum,Drama P1.4,"understands, manages and manipulates theatrical elements and elements of production, using them perceptively and creatively",decaying_average,65,1,Not Yet Achieved,Achieved
Drama P1.5,Stage 6-Preliminary Drama,NSW Drama Continuum,Drama P1.5,"understands, demonstrates and records the process of developing and refining ideas and scripts through to performance",decaying_average,65,1,Not Yet Achieved,Achieved
Drama P1.6,Stage 6-Preliminary Drama,NSW Drama Continuum,Drama P1.6,demonstrates directorial and acting skills to communicate meaning through dramatic action,decaying_average,65,1,Not Yet Achieved,Achieved
Drama P1.7,Stage 6-Preliminary Drama,NSW Drama Continuum,Drama P1.7,"understands the collaborativenature of drama and theatre and demonstrates the self,discipline needed in the process of collaboration",decaying_average,65,1,Not Yet Achieved,Achieved
Drama P1.8,Stage 6-Preliminary Drama,NSW Drama Continuum,Drama P1.8,recognises the value of individual contributions to the artistic effectiveness of the whole,decaying_average,65,1,Not Yet Achieved,Achieved
Drama P2.1,Stage 6-Preliminary Drama,NSW Drama Continuum,Drama P2.1,"understands the dynamics of actor,audience relationship",decaying_average,65,1,Not Yet Achieved,Achieved
Drama P2.2,Stage 6-Preliminary Drama,NSW Drama Continuum,Drama P2.2,"understands the contributions to a production of the playwright, director, dramaturg, designers, front,of,house staff, technical staff and producers",decaying_average,65,1,Not Yet Achieved,Achieved
Drama P2.3,Stage 6-Preliminary Drama,NSW Drama Continuum,Drama P2.3,demonstrates directorial and acting skills to communicate meaning through dramatic action,decaying_average,65,1,Not Yet Achieved,Achieved
Drama P2.4,Stage 6-Preliminary Drama,NSW Drama Continuum,Drama P2.4,"performs effectively in a variety of styles using a range of appropriate performance techniques, theatrical and design elements and performance spaces",decaying_average,65,1,Not Yet Achieved,Achieved
Drama P2.5,Stage 6-Preliminary Drama,NSW Drama Continuum,Drama P2.5,"understands and demonstrates the commitment, collaboration and energy required for a production",decaying_average,65,1,Not Yet Achieved,Achieved
Drama P2.6,Stage 6-Preliminary Drama,NSW Drama Continuum,Drama P2.6,"appreciates the variety of styles, structures and techniques that can be used in making and shaping a performance",decaying_average,65,1,Not Yet Achieved,Achieved
Drama P3.1,Stage 6-Preliminary Drama,NSW Drama Continuum,Drama P3.1,"critically appraises and evaluates, both orally and in writing, personal performances and the performances of others",decaying_average,65,1,Not Yet Achieved,Achieved
Drama P3.2,Stage 6-Preliminary Drama,NSW Drama Continuum,Drama P3.2,"understands the variety of influences that have impacted upon drama and theatre performance styles, structures and techniques",decaying_average,65,1,Not Yet Achieved,Achieved
Drama P3.3,Stage 6-Preliminary Drama,NSW Drama Continuum,Drama P3.3,"analyses and synthesises research and experiences of dramatic and theatrical styles, traditions and movements",decaying_average,65,1,Not Yet Achieved,Achieved
Drama P3.4,Stage 6-Preliminary Drama,NSW Drama Continuum,Drama P3.4,appreciates the contribution that drama and theatre make to Australian and other societies by raising awareness and expressing ideas about issues of interest,decaying_average,65,1,Not Yet Achieved,Achieved
Drama H1.1,Stage 6-HSC Drama,NSW Drama Continuum,Drama H1.1,uses acting skills to adopt and sustain a variety of characters and roles,decaying_average,65,1,Not Yet Achieved,Achieved
Drama H1.2,Stage 6-HSC Drama,NSW Drama Continuum,Drama H1.2,uses performance skills to interpret and perform scripted and other material,decaying_average,65,1,Not Yet Achieved,Achieved
Drama H1.3,Stage 6-HSC Drama,NSW Drama Continuum,Drama H1.3,"uses knowledfe and experience of dramatic and theatrical forms, styles and theories to inform and enhance individual and group devised works",decaying_average,65,1,Not Yet Achieved,Achieved
Drama H1.4,Stage 6-HSC Drama,NSW Drama Continuum,Drama H1.4,"collaborates effectively to produce a group,devised performance",decaying_average,65,1,Not Yet Achieved,Achieved
Drama H1.5,Stage 6-HSC Drama,NSW Drama Continuum,Drama H1.5,demonstrates directorial skills,decaying_average,65,1,Not Yet Achieved,Achieved
Drama H1.6,Stage 6-HSC Drama,NSW Drama Continuum,Drama H1.6,records refined group performance work in appropriate form,decaying_average,65,1,Not Yet Achieved,Achieved
Drama H1.7,Stage 6-HSC Drama,NSW Drama Continuum,Drama H1.7,demonstrates skills in using the elements of production,decaying_average,65,1,Not Yet Achieved,Achieved
Drama H1.8,Stage 6-HSC Drama,NSW Drama Continuum,Drama H1.8,recognises the value of the contribution of each individual to the artistic effectiveness of productions,decaying_average,65,1,Not Yet Achieved,Achieved
Drama H1.9,Stage 6-HSC Drama,NSW Drama Continuum,Drama H1.9,values innovation and originality in group and individual work,decaying_average,65,1,Not Yet Achieved,Achieved
Drama H2.1,Stage 6-HSC Drama,NSW Drama Continuum,Drama H2.1,demonstrates effective performance skills,decaying_average,65,1,Not Yet Achieved,Achieved
Drama H2.2,Stage 6-HSC Drama,NSW Drama Continuum,Drama H2.2,uses dramatic and theatrical elements effectively to angage an audience,decaying_average,65,1,Not Yet Achieved,Achieved
Drama H2.3,Stage 6-HSC Drama,NSW Drama Continuum,Drama H2.3,demonstrates directorial skills for theatre and other media,decaying_average,65,1,Not Yet Achieved,Achieved
Drama H2.4,Stage 6-HSC Drama,NSW Drama Continuum,Drama H2.4,appreciates the dynamics of drama as a performing art,decaying_average,65,1,Not Yet Achieved,Achieved
Drama H2.5,Stage 6-HSC Drama,NSW Drama Continuum,Drama H2.5,appreciates the high level of energy and commitment necessary to develop and present a performance,decaying_average,65,1,Not Yet Achieved,Achieved
Drama H3.1,Stage 6-HSC Drama,NSW Drama Continuum,Drama H3.1,"critically applies understanding of the cultural, historical and political contexts that have influenced specific drama and theatre practitioners, styles and movements",decaying_average,65,1,Not Yet Achieved,Achieved
Drama H3.2,Stage 6-HSC Drama,NSW Drama Continuum,Drama H3.2,"analyses, synthesises and organises knowledge, information and opinion incoherent, informed oral and written responses",decaying_average,65,1,Not Yet Achieved,Achieved
Drama H3.3,Stage 6-HSC Drama,NSW Drama Continuum,Drama H3.3,"demonstrates understanding of the actor,audience relationship in various dramatic and theatrical styles and movements",decaying_average,65,1,Not Yet Achieved,Achieved
Drama H3.4,Stage 6-HSC Drama,NSW Drama Continuum,Drama H3.4,appreciates and values drama and theatre as significant cultural expressions of issues and concerns in Australian and other societies,decaying_average,65,1,Not Yet Achieved,Achieved
Drama H3.5,Stage 6-HSC Drama,NSW Drama Continuum,Drama H3.5,appreciates the role of the audience in various dramatic and theatrical styles and movements,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE SSR4.1,Strand 1-Self and relationships,NSW P.D.H.P.E. Continuum,PDHPE SSR4.1,describes and analyses the influences on a sense of self,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE SSR4.2,Strand 1-Self and relationships,NSW P.D.H.P.E. Continuum,PDHPE SSR4.2,identifies and selects strategies that enhance their ability to cope and feel supported,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE SSR4.3,Strand 1-Self and relationships,NSW P.D.H.P.E. Continuum,PDHPE SSR4.3,describes the qualities of positive relationships and strategies to address the abuse of power,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE MSP4.4,Strand 2-Movement skill and performance,NSW P.D.H.P.E. Continuum,PDHPE MSP4.4,demonstrates and refines movement skills in a range of contexts and environments,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE MSP4.5,Strand 2-Movement skill and performance,NSW P.D.H.P.E. Continuum,PDHPE MSP4.5,combines the the features and elements of movement composition to perform in a range of contexts and environments,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE ICH4.6,Strand 3-Individual and community health,NSW P.D.H.P.E. Continuum,PDHPE ICH4.6,describes the nature of health and analyses how health issues may impact on young people,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE ICH4.7,Strand 3-Individual and community health,NSW P.D.H.P.E. Continuum,PDHPE ICH4.7,identifies the consequences of risk behaviours and describes strategies to minimise harm,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE ICH4.8,Strand 3-Individual and community health,NSW P.D.H.P.E. Continuum,PDHPE ICH4.8,"describes how to access and assess health information, products and services",decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE LPA4.9,Strand 4- Lifelong physical activity,NSW P.D.H.P.E. Continuum,PDHPE LPA4.9,described the benefits of a balanced lifestyle and participation in physical activity,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE LPA4.10,Strand 4- Lifelong physical activity,NSW P.D.H.P.E. Continuum,PDHPE LPA4.10,explains how personal strengths and abilities contribute to enjoyable and successful participation in physical activity,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE EL4.11,Stage 4-Skills for enhance learning,NSW P.D.H.P.E. Continuum,PDHPE EL4.11,selects and uses communication skills and strategies clearly and coherently in a range of new and challenging situations,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE EL4.12,Stage 4-Skills for enhance learning,NSW P.D.H.P.E. Continuum,PDHPE EL4.12,assesses risk and social influences and reflects on personal experience to make informed decisions,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE EL4.13,Stage 4-Skills for enhance learning,NSW P.D.H.P.E. Continuum,PDHPE EL4.13,"demonstrates cooperation and support of others in social, recreational and other group contexts",decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE EL4.14,Stage 4-Skills for enhance learning,NSW P.D.H.P.E. Continuum,PDHPE EL4.14,engages successfully in a wide range of movement situations that displays an understanding of how and why people move,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE EL4.15,Stage 4-Skills for enhance learning,NSW P.D.H.P.E. Continuum,PDHPE EL4.15,"devises, applies and monitors plans to achieve short,term and long,term goals",decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE EL4.16,Stage 4-Skills for enhance learning,NSW P.D.H.P.E. Continuum,PDHPE EL4.16,clarifies the source and nature of problems and draws on personal skills and support networks to resolve them,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE SSR5.1,Strand 1-Self and relationships,NSW P.D.H.P.E. Continuum,PDHPE SSR5.1,analyses how they can support their own and others' sense of self,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE SSR5.2,Strand 1-Self and relationships,NSW P.D.H.P.E. Continuum,PDHPE SSR5.2,evaluates their capacity to reflect on and respond positively to challenges,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE SSR5.3,Strand 1-Self and relationships,NSW P.D.H.P.E. Continuum,PDHPE SSR5.3,"analyses factors that contribute to positive, inclusive and satisfying relationships",decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE MSP5.4,Strand 2-Movement skill and performance,NSW P.D.H.P.E. Continuum,PDHPE MSP5.4,"adapts, transfers and improvises movement skills and concepts to improve performance",decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE MSP5.5,Strand 2-Movement skill and performance,NSW P.D.H.P.E. Continuum,PDHPE MSP5.5,"composes, performs and appraises movement in a variety of challenging contexts",decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE ICH5.6,Strand 3-Individual and community health,NSW P.D.H.P.E. Continuum,PDHPE ICH5.6,"analyses attitudes, behaviours and consequences related to health issues affecting young people",decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE ICH5.7,Strand 3-Individual and community health,NSW P.D.H.P.E. Continuum,PDHPE ICH5.7,analyses influences on health decision making and develops strategies to promote health and safe behaviours,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE ICH5.8,Strand 3-Individual and community health,NSW P.D.H.P.E. Continuum,PDHPE ICH5.8,"critically analyses health information, products and services to promote health",decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE LPA5.9,Strand 4- Lifelong physical activity,NSW P.D.H.P.E. Continuum,PDHPE LPA5.9,formulates goals and applies strategies to enhance participation in lifelong physical activity,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE LPA5.10,Strand 4- Lifelong physical activity,NSW P.D.H.P.E. Continuum,PDHPE LPA5.10,adopts roles to enhance their own and others' enjoyment of physical activity,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE EL5.11,Stage 5-Skills for enhance learning,NSW P.D.H.P.E. Continuum,PDHPE EL5.11,"adapts and evaluates communication skills and strategies to justify opinions, ideas and feelings in increasingly complex situations",decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE EL5.12,Stage 5-Skills for enhance learning,NSW P.D.H.P.E. Continuum,PDHPE EL5.12,adapts and applies decision making processes and justifies their choices in increasingly demanding contexts,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE EL5.13,Stage 5-Skills for enhance learning,NSW P.D.H.P.E. Continuum,PDHPE EL5.13,adopts roles and responsibilities that enhance group cohesion and the achievement or personal and group objectives,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE EL5.14,Stage 5-Skills for enhance learning,NSW P.D.H.P.E. Continuum,PDHPE EL5.14,confidently uses movement to satisfy personal needs and interests,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE EL5.15,Stage 5-Skills for enhance learning,NSW P.D.H.P.E. Continuum,PDHPE EL5.15,"devises, justifies and implements plans that reflect a capacity to prioritise, think creatively and use resources effectively",decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE EL5.16,Stage 5-Skills for enhance learning,NSW P.D.H.P.E. Continuum,PDHPE EL5.16,"predicts potential problems and develops, justifies and evaluates solutions",decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE P1,Stage 6-Preliminary PDHPE,NSW P.D.H.P.E. Continuum,PDHPE P1,identifies and examines why individuals give different meanings to health,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE P2,Stage 6-Preliminary PDHPE,NSW P.D.H.P.E. Continuum,PDHPE P2,explains how a range of health behaviours affect an individuals' health,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE P3,Stage 6-Preliminary PDHPE,NSW P.D.H.P.E. Continuum,PDHPE P3,describes how an individual's health is determined by a range of factors,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE P4,Stage 6-Preliminary PDHPE,NSW P.D.H.P.E. Continuum,PDHPE P4,evaluates aspects of health over which individuals can exert some control,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE P5,Stage 6-Preliminary PDHPE,NSW P.D.H.P.E. Continuum,PDHPE P5,describes factors that contribute to effective health promotion,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE P6,Stage 6-Preliminary PDHPE,NSW P.D.H.P.E. Continuum,PDHPE P6,proposes actions that can improve and maintain an individual's health,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE P7,Stage 6-Preliminary PDHPE,NSW P.D.H.P.E. Continuum,PDHPE P7,explains how body systems influence the way the body moves,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE P8,Stage 6-Preliminary PDHPE,NSW P.D.H.P.E. Continuum,PDHPE P8,describes the components of physical fitness and explains how they are monitored,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE P9,Stage 6-Preliminary PDHPE,NSW P.D.H.P.E. Continuum,PDHPE P9,describes biomechanical factors that influence the efficiency of the body in motion,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE P10,Stage 6-Preliminary PDHPE,NSW P.D.H.P.E. Continuum,PDHPE P10,plans for participation in physical activity to satisfy a range of individual needs,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE P11,Stage 6-Preliminary PDHPE,NSW P.D.H.P.E. Continuum,PDHPE P11,assesses and monitors physical fitness levels and physical activity patterns,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE P12,Stage 6-Preliminary PDHPE,NSW P.D.H.P.E. Continuum,PDHPE P12,"demonstrates strategies for the assessment, management and prevention of injuries in first aid settings (Option 1)",decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE P13,Stage 6-Preliminary PDHPE,NSW P.D.H.P.E. Continuum,PDHPE P13,"develops, refines and performs movement compositions in order to achieve a specific purpose (Option2 )",decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE P14,Stage 6-Preliminary PDHPE,NSW P.D.H.P.E. Continuum,PDHPE P14,demonstrates the technical and interpersonal skills necessary to participate safely in challenging outdoor recreation activities (Option 4),decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE P15,Stage 6-Preliminary PDHPE,NSW P.D.H.P.E. Continuum,PDHPE P15,"forms opinions about health,promoting actions based on a critical examination of relevant information",decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE P16,Stage 6-Preliminary PDHPE,NSW P.D.H.P.E. Continuum,PDHPE P16,uses a range of sources to draw conclusions about healthy and physical activity concepts,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE P17,Stage 6-Preliminary PDHPE,NSW P.D.H.P.E. Continuum,PDHPE P17,analyses factors influencing movement and patterns of participation,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE H1,Stage 6-HSC PDHPE,NSW P.D.H.P.E. Continuum,PDHPE H1,describe the nature and justifies the choice of Australia's health priorities,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE H2,Stage 6-HSC PDHPE,NSW P.D.H.P.E. Continuum,PDHPE H2,analyses and explains the health status of Australians in terms or current trends and groups most at risk,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE H3,Stage 6-HSC PDHPE,NSW P.D.H.P.E. Continuum,PDHPE H3,analyses the determinants of health and health inequities,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE H4,Stage 6-HSC PDHPE,NSW P.D.H.P.E. Continuum,PDHPE H4,argues the case for health promotiong based on the Ottawa Charter,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE H5,Stage 6-HSC PDHPE,NSW P.D.H.P.E. Continuum,PDHPE H5,"explains the different roles and responsibilities of invididuals, communities and governments in addressing Australia's health priorities",decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE H6,Stage 6-HSC PDHPE,NSW P.D.H.P.E. Continuum,PDHPE H6,demonstraties a range of personal health skills that enables them to promote and maintain health (option 1),decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE H7,Stage 6-HSC PDHPE,NSW P.D.H.P.E. Continuum,PDHPE H7,explains the relationship between physiology and movement potential,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE H8,Stage 6-HSC PDHPE,NSW P.D.H.P.E. Continuum,PDHPE H8,explains how a variety of training approaches and other interventions enhance performance and safety in physical activity,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE H9,Stage 6-HSC PDHPE,NSW P.D.H.P.E. Continuum,PDHPE H9,explains how movement skill is acquired and appraised,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE H10,Stage 6-HSC PDHPE,NSW P.D.H.P.E. Continuum,PDHPE H10,designs and implements training plans to improve performance,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE H11,Stage 6-HSC PDHPE,NSW P.D.H.P.E. Continuum,PDHPE H11,designs phychological strategies and nutritional plans in repsonse to individual performance needs,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE H12,Stage 6-HSC PDHPE,NSW P.D.H.P.E. Continuum,PDHPE H12,analyses the influence of sociocultural factors on the way people participate in and value physical activity and sport (Option 2),decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE H13,Stage 6-HSC PDHPE,NSW P.D.H.P.E. Continuum,PDHPE H13,selects and applies strategies for the management of injuries and the promotion of safety in sport and physical activity (Option 3),decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE H14,Stage 6-HSC PDHPE,NSW P.D.H.P.E. Continuum,PDHPE H14,"argues the benefits of health,promoting actions and choices that promote social justice",decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE H15,Stage 6-HSC PDHPE,NSW P.D.H.P.E. Continuum,PDHPE H15,critically analyses key issues affecting the health of Australians and proposes ways of working towards better health for all,decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE H16,Stage 6-HSC PDHPE,NSW P.D.H.P.E. Continuum,PDHPE H16,"devises methods of gathering, interpreting and communication information about health and physical activity concepts",decaying_average,65,1,Not Yet Achieved,Achieved
PDHPE H17,Stage 6-HSC PDHPE,NSW P.D.H.P.E. Continuum,PDHPE H17,selects appropriate options and formulates strategies based on a critical analysis of the factors that affect performance and safe participation,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 3.UL.1,Stage 3-Using Language,NSW Japanese Continuum,Japanese 3.UL.1,organises and responds to key ideas from spoken texts in familiar contexts,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 3.UL.2,Stage 3-Using Language,NSW Japanese Continuum,Japanese 3.UL.2,organises and responds to key ideas from written texts in familiar contexts,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 3.UL.3,Stage 3-Using Language,NSW Japanese Continuum,Japanese 3.UL.3,interacts with others by sharing key points of information in Japanese,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 3.UL.4,Stage 3-Using Language,NSW Japanese Continuum,Japanese 3.UL.4,writes texts to present key points of information in Japanese,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 3.MLC.1,Stage 3-Making Linguistic Connections,NSW Japanese Continuum,Japanese 3.MLC.1,recognises the importance of context in language use,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 3.MLC.2,Stage 3-Making Linguistic Connections,NSW Japanese Continuum,Japanese 3.MLC.2,identifies patterns and features of Japanese by making comparisons between languages,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 3.MBC.1,Stage 3-Moving Between Cultures,NSW Japanese Continuum,Japanese 3.MBC.1,"demonstrates awareness of cross,cultural influences on language and culture",decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 3.MBC.2,Stage 3-Moving Between Cultures,NSW Japanese Continuum,Japanese 3.MBC.2,"demonstrates understanding of significant cultural values and practices in Japanese,speaking communities",decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 4.UL.1,Stage 4-Using Language,NSW Japanese Continuum,Japanese 4.UL.1,demonstrates understanding of the main ideas and supporting detail in spoken texts and responds appropriately,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 4.UL.2,Stage 4-Using Language,NSW Japanese Continuum,Japanese 4.UL.2,demonstrates understanding of the main ideas and supporting detail in written texts and respons appropraitely,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 4.UL.3,Stage 4-Using Language,NSW Japanese Continuum,Japanese 4.UL.3,establishes and maintains communication in familiar situations,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 4.UL.4,Stage 4-Using Language,NSW Japanese Continuum,Japanese 4.UL.4,applies a range of linguistic structures to express own ideas in writing,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 4.MLC.1,Stage 4-Making Linguistic Connections,NSW Japanese Continuum,Japanese 4.MLC.1,demonstrates understanding of the importance of appropriate use of language in diverse contexts,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 4.MLC.2,Stage 4-Making Linguistic Connections,NSW Japanese Continuum,Japanese 4.MLC.2,explores the diverse ways in which meaning is conveyed by comparing and describing structures and features of Japanese,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 4.MBC.1,Stage 4-Moving Between Cultures,NSW Japanese Continuum,Japanese 4.MBC.1,demonstrates understanding of the interdependence of language and culture,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 4.MBC.2,Stage 4-Moving Between Cultures,NSW Japanese Continuum,Japanese 4.MBC.2,"demonstrates knowledge of key features of the culture of Japanese,speaking communities",decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 5.UL.1,Stage 5-Using Language,NSW Japanese Continuum,Japanese 5.UL.1,"selects, summarises and analyses information and ideas in spoken texts and responds appropriately",decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 5.UL.2,Stage 5-Using Language,NSW Japanese Continuum,Japanese 5.UL.2,"selects, summarises and analyses information and ideas in written texts and respons appropriately",decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 5.UL.3,Stage 5-Using Language,NSW Japanese Continuum,Japanese 5.UL.3,uses Japanese by incorporating diverse structures and features to express own ideas,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 5.UL.4,Stage 5-Using Language,NSW Japanese Continuum,Japanese 5.UL.4,experiments with linguistic patterns and structures in Japanese to convey information and to express own ideas,decaying_average,65,1,Not Yet Achieved,Achieved
